CI_Name_aff,Service_Component_WBS_aff,Impact,Urgency,KM_number,Count_Related_Interactions,Count_Related_Incidents,Count_Related_Changes,SLAFail,Open_Time_HourOfDay,Open_Time_DayOfWeek,CI_TypeSubType_aff
CBA000014,WBS000073,4 Low,4 Low,KM0001346,1.0,0.0,0.0,0,12,Tuesday,application-Client Based Application
WBA000103,WBS000073,4 Low,4 Low,KM0001624,1.0,0.0,0.0,0,12,Tuesday,application-Web Based Application
WBA000144,WBS000318,4 Low,4 Low,KM0001401,1.0,0.0,0.0,0,12,Tuesday,application-Web Based Application
WBA000144,WBS000318,4 Low,4 Low,KM0000839,1.0,0.0,0.0,1,12,Tuesday,application-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001364,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
WBA000148,WBS000172,4 Low,4 Low,KM0000697,1.0,0.0,0.0,0,13,Tuesday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,13,Tuesday,subapplication-Web Based Application
SBA000142,WBS000199,4 Low,4 Low,KM0001220,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
SBA000766,WBS000300,3 Medium,3 Medium,KM0001274,1.0,0.0,0.0,1,13,Tuesday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000759,1.0,0.0,0.0,0,13,Tuesday,subapplication-Web Based Application
OVR000033,WBS000118,5 Very Low,5 Very Low,KM0001172,1.0,0.0,0.0,0,13,Tuesday,no type-no subtype
SBA000451,WBS000073,5 Very Low,5 Very Low,KM0001559,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001786,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,13,Tuesday,subapplication-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001829,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001364,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
LAP001796,WBS000091,5 Very Low,5 Very Low,KM0001447,2.0,0.0,0.0,1,14,Tuesday,computer-Laptop
SBA000462,WBS000073,4 Low,4 Low,KM0001363,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
LAP000833,WBS000091,4 Low,4 Low,KM0001968,1.0,0.0,0.0,1,14,Tuesday,computer-Laptop
SBA000459,WBS000073,4 Low,4 Low,KM0002188,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
SBA000154,WBS000027,3 Medium,3 Medium,KM0000895,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
WBA000133,WBS000073,4 Low,5 Very Low,KM0000711,1.0,0.0,0.0,1,15,Tuesday,application-Web Based Application
SBA000010,WBS000186,4 Low,4 Low,KM0000508,1.0,0.0,0.0,0,15,Tuesday,application-Server Based Application
SBA000847,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,15,Tuesday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,15,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000761,1.0,0.0,0.0,0,15,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000752,1.0,0.0,0.0,0,15,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000752,1.0,0.0,0.0,0,15,Tuesday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000752,1.0,0.0,0.0,0,15,Tuesday,subapplication-Web Based Application
MON00024,WBS000091,4 Low,4 Low,KM0000316,1.0,0.0,0.0,1,15,Tuesday,displaydevice-Monitor
SBA000847,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,15,Tuesday,application-Server Based Application
SCN000001,WBS000326,3 Medium,3 Medium,KM0001491,1.0,0.0,0.0,0,16,Tuesday,officeelectronics-Scanner
APP000004,WBS000292,4 Low,4 Low,KM0000918,1.0,0.0,0.0,0,7,Thursday,application-Citrix
SUB000017,WBS000292,5 Very Low,4 Low,KM0002091,1.0,0.0,0.0,0,8,Thursday,subapplication-Server Based Application
SBA000017,WBS000099,4 Low,4 Low,KM0000224,1.0,0.0,0.0,0,12,Tuesday,application-Server Based Application
WBA000133,WBS000073,5 Very Low,5 Very Low,KM0000806,1.0,0.0,0.0,1,13,Tuesday,application-Web Based Application
SBA000154,WBS000027,2 High,2 High,KM0002007,1.0,1.0,0.0,0,13,Tuesday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,1,13,Tuesday,application-Server Based Application
SBA000326,WBS000294,3 Medium,3 Medium,KM0001745,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
SBA000326,WBS000294,3 Medium,3 Medium,KM0001745,1.0,0.0,0.0,1,13,Tuesday,application-Server Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,13,Tuesday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,13,Tuesday,application-Web Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,13,Tuesday,application-Server Based Application
SUB000508,WBS000162,4 Low,4 Low,KM0000553,1.0,1.0,0.0,1,14,Tuesday,subapplication-Web Based Application
SBA000847,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,14,Tuesday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,1,14,Tuesday,application-Server Based Application
WBA000133,WBS000073,4 Low,4 Low,KM0001311,1.0,0.0,0.0,0,8,Thursday,application-Web Based Application
SBA000626,WBS000255,3 Medium,3 Medium,KM0000588,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
SBA000054,WBS000013,3 Medium,3 Medium,KM0000052,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
SBA000805,WBS000016,3 Medium,3 Medium,KM0000938,1.0,0.0,0.0,0,8,Thursday,application-Server Based Application
SBA000812,WBS000223,4 Low,4 Low,KM0001081,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
SBA000078,WBS000240,5 Very Low,5 Very Low,KM0001459,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001364,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
SBA000063,WBS000264,5 Very Low,5 Very Low,KM0001622,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
DSK000452,WBS000091,5 Very Low,5 Very Low,KM0001446,1.0,0.0,0.0,1,9,Thursday,computer-Desktop
SBA000659,WBS000255,4 Low,4 Low,KM0002059,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
SBA000072,WBS000244,4 Low,4 Low,KM0000674,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
SUB000427,WBS000073,4 Low,4 Low,KM0000710,1.0,0.0,0.0,0,10,Thursday,subapplication-Web Based Application
SBA000119,WBS000249,4 Low,4 Low,KM0000676,1.0,0.0,0.0,1,10,Thursday,application-Server Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0001081,1.0,0.0,0.0,0,10,Thursday,subapplication-Web Based Application
SBA000847,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
LAP001581,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,1,10,Thursday,computer-Laptop
SBA000462,WBS000073,4 Low,4 Low,KM0001828,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000075,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
SBA000436,WBS000270,4 Low,4 Low,KM0000638,1.0,0.0,0.0,1,10,Thursday,application-Server Based Application
WBA000133,WBS000073,4 Low,4 Low,KM0001259,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
SBA000439,WBS000219,5 Very Low,5 Very Low,KM0002158,1.0,0.0,0.0,1,10,Thursday,application-Server Based Application
WBA000001,WBS000107,4 Low,4 Low,KM0000557,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001364,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
DTA000036,WBS000092,4 Low,4 Low,KM0001899,1.0,0.0,0.0,1,10,Thursday,application-Desktop Application
WBA000148,WBS000172,4 Low,5 Very Low,KM0000691,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
SUB000508,WBS000162,3 Medium,3 Medium,KM0001748,1.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
DTA000016,WBS000096,5 Very Low,5 Very Low,KM0001086,1.0,0.0,0.0,0,11,Thursday,application-Desktop Application
DTA000016,WBS000096,4 Low,4 Low,KM0001026,1.0,0.0,0.0,0,11,Thursday,application-Desktop Application
SBA000462,WBS000073,4 Low,4 Low,KM0001999,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001951,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
WBA000148,WBS000172,4 Low,4 Low,KM0000697,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
APP000005,WBS000292,4 Low,4 Low,KM0001131,1.0,0.0,0.0,0,12,Thursday,application-Citrix
SBA000079,WBS000223,4 Low,4 Low,KM0000083,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001364,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
WBA000008,WBS000167,5 Very Low,5 Very Low,KM0000072,1.0,0.0,0.0,0,9,Thursday,application-Web Based Application
SBA000439,WBS000219,5 Very Low,5 Very Low,KM0002158,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,9,Thursday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0001868,1.0,1.0,0.0,1,9,Thursday,application-Web Based Application
SBA000617,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
DCE000077,WBS000267,3 Medium,3 Medium,KM0000182,2.0,0.0,0.0,1,9,Thursday,hardware-DataCenterEquipment
SBA000035,WBS000007,4 Low,4 Low,KM0000043,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000752,1.0,0.0,0.0,0,10,Thursday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000752,1.0,0.0,0.0,0,10,Thursday,subapplication-Web Based Application
LAP001032,WBS000091,5 Very Low,5 Very Low,KM0001447,1.0,0.0,0.0,0,10,Thursday,computer-Laptop
SBA000464,WBS000073,4 Low,4 Low,KM0002112,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
SBA000464,WBS000073,4 Low,4 Low,KM0002112,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000081,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
WBA000144,WBS000318,3 Medium,3 Medium,KM0000844,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
WBA000133,WBS000073,4 Low,4 Low,KM0001394,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
SBA000458,WBS000073,4 Low,4 Low,KM0001567,2.0,0.0,0.0,1,11,Thursday,application-Server Based Application
SAN000151,WBS000182,3 Medium,3 Medium,KM0001141,1.0,0.0,0.0,0,11,Thursday,storage-SAN
SAN000155,WBS000182,3 Medium,3 Medium,KM0001141,1.0,0.0,0.0,0,11,Thursday,storage-SAN
SBA000659,WBS000255,4 Low,4 Low,KM0002059,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
SUB000508,WBS000162,4 Low,4 Low,KM0000553,1.0,0.0,0.0,1,11,Thursday,subapplication-Web Based Application
SAP000005,WBS000271,5 Very Low,5 Very Low,KM0001234,1.0,2.0,0.0,1,11,Thursday,application-SAP
PRN000098,WBS000096,4 Low,4 Low,KM0000107,1.0,0.0,0.0,0,12,Thursday,officeelectronics-Printer
SAP000005,WBS000271,5 Very Low,5 Very Low,KM0001234,1.0,0.0,0.0,1,12,Thursday,application-SAP
SBA000464,WBS000073,4 Low,4 Low,KM0002101,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001179,1.0,0.0,0.0,0,12,Thursday,subapplication-Web Based Application
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0001655,1.0,0.0,0.0,0,12,Thursday,application-Desktop Application
SBA000464,WBS000073,4 Low,4 Low,KM0002112,2.0,0.0,0.0,1,12,Thursday,application-Server Based Application
SBA000458,WBS000073,5 Very Low,4 Low,KM0001539,1.0,0.0,0.0,1,12,Thursday,application-Server Based Application
WBA000060,WBS000073,4 Low,4 Low,KM0000828,1.0,0.0,0.0,0,12,Thursday,application-Web Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,2.0,0.0,0.0,1,12,Thursday,application-Web Based Application
SBA000847,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000075,1.0,0.0,0.0,0,9,Thursday,application-Web Based Application
DTA000302,WBS000089,3 Medium,3 Medium,KM0001764,1.0,0.0,0.0,0,9,Thursday,application-Desktop Application
WBA000008,WBS000167,3 Medium,3 Medium,KM0000069,1.0,0.0,0.0,0,9,Thursday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
WBA000008,WBS000167,3 Medium,3 Medium,KM0000069,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
SSW000058,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,10,Thursday,software-System Software
SUB000456,WBS000073,4 Low,4 Low,KM0000741,1.0,0.0,0.0,1,10,Thursday,subapplication-Web Based Application
SBA000167,WBS000296,4 Low,4 Low,KM0001033,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0000701,1.0,0.0,0.0,0,10,Thursday,application-Desktop Application
LAP000174,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,1,10,Thursday,computer-Laptop
WBA000144,WBS000318,4 Low,4 Low,KM0000846,1.0,0.0,0.0,0,10,Thursday,application-Web Based Application
LAP001524,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,1,10,Thursday,computer-Laptop
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,10,Thursday,subapplication-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0001846,1.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0001846,1.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0001846,1.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
SBA000458,WBS000073,4 Low,4 Low,KM0002120,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
CBA000014,WBS000073,4 Low,4 Low,KM0001346,2.0,0.0,0.0,1,11,Thursday,application-Client Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0000592,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0000592,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000075,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
WBA000113,WBS000043,3 Medium,3 Medium,KM0000215,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001865,1.0,0.0,0.0,0,11,Thursday,application-Server Based Application
WBA000133,WBS000073,4 Low,4 Low,KM0001734,1.0,0.0,0.0,0,11,Thursday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001041,2.0,0.0,0.0,0,11,Thursday,subapplication-Web Based Application
WBA000103,WBS000073,4 Low,4 Low,KM0001624,1.0,0.0,0.0,0,12,Thursday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,12,Thursday,application-Web Based Application
SBA000263,WBS000072,5 Very Low,5 Very Low,KM0001214,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001455,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
SBA000759,WBS000296,4 Low,4 Low,KM0001031,1.0,0.0,0.0,1,12,Thursday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,12,Thursday,subapplication-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,12,Thursday,application-Web Based Application
SBA000659,WBS000255,3 Medium,3 Medium,KM0001109,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001786,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,9,Thursday,application-Server Based Application
DTA000025,WBS000110,4 Low,4 Low,KM0000833,1.0,0.0,0.0,1,9,Thursday,application-Desktop Application
SBA000300,WBS000044,4 Low,4 Low,KM0001607,1.0,0.0,0.0,0,10,Thursday,application-Server Based Application
LAP000137,WBS000091,4 Low,4 Low,KM0000966,1.0,0.0,0.0,1,10,Thursday,computer-Laptop
DCE000167,WBS000242,4 Low,4 Low,KM0001084,1.0,0.0,0.0,1,10,Thursday,hardware-DataCenterEquipment
COM000003,WBS000292,4 Low,4 Low,KM0000917,1.0,0.0,0.0,0,10,Thursday,computer-Omgeving
SAN000182,WBS000128,4 Low,4 Low,KM0002126,1.0,0.0,0.0,0,10,Thursday,storage-SAN
SBA000834,WBS000223,4 Low,4 Low,KM0000979,2.0,0.0,0.0,1,10,Thursday,application-Server Based Application
SUB000436,WBS000073,4 Low,4 Low,KM0000713,1.0,0.0,0.0,1,10,Thursday,subapplication-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0001344,1.0,0.0,0.0,1,11,Thursday,subapplication-Web Based Application
HMD000017,WBS000285,4 Low,4 Low,KM0001254,1.0,0.0,0.0,0,11,Thursday,hardware-MigratieDummy
SBA000834,WBS000223,4 Low,4 Low,KM0001308,2.0,0.0,0.0,0,11,Thursday,application-Server Based Application
DTA000025,WBS000110,4 Low,4 Low,KM0001094,1.0,0.0,0.0,1,11,Thursday,application-Desktop Application
SUB000456,WBS000073,4 Low,4 Low,KM0000760,1.0,0.0,0.0,1,12,Thursday,subapplication-Web Based Application
SSW000058,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,12,Thursday,software-System Software
DTA000025,WBS000110,4 Low,4 Low,KM0000833,1.0,0.0,0.0,0,12,Thursday,application-Desktop Application
SBA000142,WBS000199,4 Low,4 Low,KM0000722,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
LAP001338,WBS000091,5 Very Low,5 Very Low,KM0001447,1.0,0.0,0.0,0,12,Thursday,computer-Laptop
SBA000462,WBS000073,4 Low,4 Low,KM0001368,5.0,0.0,0.0,0,12,Thursday,application-Server Based Application
COM000003,WBS000292,4 Low,4 Low,KM0000914,1.0,0.0,0.0,0,13,Thursday,computer-Omgeving
SBA000256,WBS000247,4 Low,4 Low,KM0000679,1.0,0.0,0.0,0,13,Thursday,application-Server Based Application
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0000539,1.0,0.0,0.0,1,13,Thursday,application-Desktop Application
SUB000479,WBS000015,5 Very Low,5 Very Low,KM0000455,1.0,0.0,0.0,1,13,Thursday,subapplication-Web Based Application
DTA000032,WBS000133,4 Low,4 Low,KM0000908,1.0,0.0,0.0,1,13,Thursday,application-Desktop Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,1,14,Thursday,application-Server Based Application
SUB000521,WBS000073,4 Low,4 Low,KM0001496,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
CBA000014,WBS000073,5 Very Low,5 Very Low,KM0001707,1.0,0.0,0.0,0,14,Thursday,application-Client Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,2.0,0.0,0.0,1,14,Thursday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,14,Thursday,application-Server Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
DTA000591,WBS000092,4 Low,4 Low,KM0000468,1.0,0.0,0.0,0,12,Thursday,application-Desktop Application
LAP001764,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,1,12,Thursday,computer-Laptop
SBA000317,WBS000048,5 Very Low,5 Very Low,KM0000310,2.0,0.0,0.0,0,12,Thursday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000761,1.0,0.0,0.0,0,12,Thursday,subapplication-Web Based Application
SBA000054,WBS000013,3 Medium,3 Medium,KM0000052,1.0,0.0,0.0,0,12,Thursday,application-Server Based Application
SBA000256,WBS000247,3 Medium,3 Medium,KM0000679,1.0,0.0,0.0,1,13,Thursday,application-Server Based Application
ADB000010,WBS000239,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,13,Thursday,database-Database
ZOC000005,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,13,Thursday,computer-zOS Cluster
SBA000256,WBS000247,3 Medium,3 Medium,KM0000679,1.0,0.0,0.0,1,13,Thursday,application-Server Based Application
CBA000014,WBS000073,4 Low,4 Low,KM0001346,1.0,0.0,0.0,0,13,Thursday,application-Client Based Application
WBA000133,WBS000073,4 Low,4 Low,KM0001152,1.0,0.0,0.0,0,13,Thursday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000761,1.0,0.0,0.0,0,13,Thursday,subapplication-Web Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0000592,1.0,0.0,0.0,1,13,Thursday,application-Server Based Application
SBA000088,WBS000017,4 Low,4 Low,KM0000096,2.0,0.0,0.0,0,14,Thursday,application-Server Based Application
SBA000026,WBS000223,4 Low,4 Low,KM0000032,1.0,0.0,0.0,0,14,Thursday,application-Server Based Application
SUB000456,WBS000073,5 Very Low,5 Very Low,KM0000727,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
LAP001678,WBS000091,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,14,Thursday,computer-Laptop
LAP000810,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,1,14,Thursday,computer-Laptop
SUB000456,WBS000073,4 Low,4 Low,KM0000751,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,14,Thursday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000752,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000752,1.0,0.0,0.0,0,14,Thursday,subapplication-Web Based Application
SBA000464,WBS000073,4 Low,4 Low,KM0001414,1.0,0.0,0.0,0,14,Thursday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,15,Thursday,subapplication-Web Based Application
SBA000054,WBS000013,3 Medium,3 Medium,KM0000052,1.0,0.0,0.0,0,15,Thursday,application-Server Based Application
