Service_Component_WBS_aff,Urgency,KM_number,SLAFail,Open_Time_HourOfDay,Open_Time_DayOfWeek,CI_TypeSubType_aff,RelatedIncidents,RelatedChanges,RelatedInteractions
WBS000073,4 Low,KM0002043,0,14,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001153,1,15,Monday,application-Web Based Application,None,None,One (1)
WBS000125,5 Very Low,KM0001158,0,15,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000307,4 Low,KM0001321,0,15,Monday,application-Server Based Application,None,None,One (1)
WBS000092,4 Low,KM0000506,1,15,Monday,application-Desktop Application,None,None,One (1)
WBS000228,3 Medium,KM0001710,1,15,Monday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001447,0,15,Monday,computer-Laptop,None,None,One (1)
WBS000017,4 Low,KM0000096,1,15,Monday,application-Server Based Application,None,None,One (1)
WBS000110,4 Low,KM0000833,0,15,Monday,application-Desktop Application,None,None,One (1)
WBS000099,4 Low,KM0002005,0,16,Monday,application-Server Based Application,None,None,Few (2-5)
WBS000095,4 Low,KM0000223,0,16,Monday,subapplication-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001496,1,16,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000094,5 Very Low,KM0001658,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000146,3 Medium,KM0000268,0,17,Monday,computer-Banking Device,None,None,One (1)
WBS000311,3 Medium,KM0001274,1,17,Monday,application-Server Based Application,None,None,One (1)
WBS000027,3 Medium,KM0000895,0,22,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002101,0,15,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001179,0,15,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000091,4 Low,KM0001012,1,15,Monday,application-Desktop Application,None,None,Few (2-5)
WBS000073,4 Low,KM0000751,0,15,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000318,4 Low,KM0001401,0,15,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001539,1,16,Monday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001751,0,16,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000815,0,16,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000043,5 Very Low,KM0000220,0,16,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001817,1,16,Monday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0000703,0,16,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000264,5 Very Low,KM0001622,0,16,Monday,application-Server Based Application,None,None,One (1)
WBS000199,3 Medium,KM0000940,0,16,Monday,software-System Software,None,None,One (1)
WBS000073,5 Very Low,KM0000711,1,16,Monday,application-Web Based Application,None,None,Few (2-5)
WBS000066,5 Very Low,KM0001066,1,16,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000292,4 Low,KM0001059,0,16,Monday,application-Citrix,None,None,One (1)
WBS000263,4 Low,KM0001106,0,16,Monday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,16,Monday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0000778,0,16,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000778,0,17,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000306,5 Very Low,KM0001231,1,17,Monday,application-Web Based Application,One,None,One (1)
WBS000263,4 Low,KM0001106,0,17,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,17,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000110,4 Low,KM0001094,1,7,Tuesday,application-Desktop Application,None,None,Few (2-5)
WBS000251,4 Low,KM0000655,0,8,Tuesday,application-Client Based Application,None,None,One (1)
WBS000292,4 Low,KM0001060,0,8,Tuesday,application-Citrix,None,None,One (1)
WBS000326,3 Medium,KM0001490,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000092,3 Medium,KM0001625,1,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,5 Very Low,KM0001986,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000111,5 Very Low,KM0002029,1,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001363,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001736,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000182,3 Medium,KM0001141,0,9,Tuesday,storage-Controller,None,None,One (1)
WBS000326,3 Medium,KM0001699,1,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000128,4 Low,KM0002126,0,9,Tuesday,storage-SAN,None,None,One (1)
WBS000098,4 Low,KM0001435,0,9,Tuesday,subapplication-Citrix,None,None,One (1)
WBS000091,5 Very Low,KM0001444,1,9,Tuesday,computer-Laptop,None,None,One (1)
WBS000223,4 Low,KM0000979,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000092,4 Low,KM0001968,1,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000184,3 Medium,KM0001141,0,9,Tuesday,storage-SAN,None,None,One (1)
WBS000015,5 Very Low,KM0000454,1,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000292,4 Low,KM0001058,0,9,Tuesday,application-Citrix,One,None,One (1)
WBS000073,4 Low,KM0001179,0,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001893,1,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000091,4 Low,KM0002031,1,10,Tuesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0000738,0,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000092,4 Low,KM0001973,1,10,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001883,1,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001932,0,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000705,0,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000223,4 Low,KM0001308,1,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,8,Tuesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0001364,0,8,Tuesday,application-Server Based Application,None,None,One (1)
WBS000089,4 Low,KM0000092,0,8,Tuesday,application-Desktop Application,None,None,One (1)
WBS000149,3 Medium,KM0000570,1,8,Tuesday,application-Server Based Application,None,None,One (1)
WBS000264,4 Low,KM0001557,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000092,3 Medium,KM0001373,1,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000091,4 Low,KM0001012,1,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000110,4 Low,KM0001094,1,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000025,2 High,KM0000148,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001876,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001828,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000223,4 Low,KM0000979,1,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0000806,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001681,1,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,10,Tuesday,computer-Laptop,None,None,One (1)
WBS000070,5 Very Low,KM0001503,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000318,5 Very Low,KM0000836,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000089,4 Low,KM0000092,0,10,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001157,1,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000760,1,10,Tuesday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0000704,0,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000091,4 Low,KM0000316,1,11,Tuesday,displaydevice-Monitor,None,None,One (1)
WBS000073,4 Low,KM0000702,0,11,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0000318,1,11,Tuesday,computer-Laptop,None,None,One (1)
WBS000292,4 Low,KM0001062,0,8,Tuesday,application-Citrix,One,None,One (1)
WBS000264,5 Very Low,KM0001622,0,8,Tuesday,application-Server Based Application,None,None,One (1)
WBS000023,3 Medium,KM0000940,0,8,Tuesday,application-Server Based Application,None,None,One (1)
WBS000237,4 Low,KM0002136,0,8,Tuesday,application-Web Based Application,None,None,One (1)
WBS000043,5 Very Low,KM0001763,0,8,Tuesday,application-Server Based Application,None,None,One (1)
WBS000099,4 Low,KM0002005,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000268,4 Low,KM0000368,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000016,3 Medium,KM0000559,0,9,Tuesday,computer-Banking Device,None,None,One (1)
WBS000263,4 Low,KM0001106,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000023,4 Low,KM0000283,1,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001446,1,9,Tuesday,computer-Desktop,None,None,Few (2-5)
WBS000318,4 Low,KM0001419,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000098,4 Low,KM0001435,0,10,Tuesday,application-Citrix,None,None,One (1)
WBS000073,4 Low,KM0000748,0,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000285,5 Very Low,KM0001757,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000285,5 Very Low,KM0001759,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000002,4 Low,KM0000687,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000013,3 Medium,KM0000052,0,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000318,3 Medium,KM0000836,1,11,Tuesday,application-Web Based Application,One,None,One (1)
WBS000073,4 Low,KM0001685,0,12,Tuesday,application-Web Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0001685,0,12,Tuesday,application-Web Based Application,None,None,One (1)
WBS000212,4 Low,KM0001039,1,12,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001587,1,12,Tuesday,application-Server Based Application,None,None,One (1)
WBS000070,3 Medium,KM0000606,1,13,Tuesday,application-Server Based Application,None,None,One (1)
WBS000091,4 Low,KM0002031,0,13,Tuesday,computer-Laptop,None,None,One (1)
WBS000199,3 Medium,KM0000940,0,13,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002135,0,13,Tuesday,application-Server Based Application,None,None,One (1)
WBS000271,4 Low,KM0001163,1,13,Tuesday,application-SAP,None,None,One (1)
WBS000128,4 Low,KM0002059,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0000794,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000128,3 Medium,KM0000918,0,9,Tuesday,storage-SAN,None,None,Few (2-5)
WBS000292,4 Low,KM0001131,0,9,Tuesday,application-Citrix,None,None,One (1)
WBS000073,5 Very Low,KM0000794,1,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,1,9,Tuesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0002043,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000092,3 Medium,KM0001973,1,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000098,4 Low,KM0002091,0,9,Tuesday,subapplication-Server Based Application,None,None,One (1)
WBS000184,3 Medium,KM0001141,0,9,Tuesday,storage-SAN,None,None,One (1)
WBS000073,4 Low,KM0001817,1,10,Tuesday,application-Server Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0001363,1,10,Tuesday,application-Server Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0001179,0,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000720,1,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000268,4 Low,KM0000368,0,10,Tuesday,application-Server Based Application,None,None,Few (2-5)
WBS000073,3 Medium,KM0001363,1,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000023,4 Low,KM0000135,1,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000151,5 Very Low,KM0000302,0,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000278,4 Low,KM0001254,0,11,Tuesday,networkcomponents-Router,None,None,One (1)
WBS000091,5 Very Low,KM0001446,0,11,Tuesday,computer-Desktop,None,None,One (1)
WBS000096,5 Very Low,KM0000112,0,11,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001654,0,11,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000091,4 Low,KM0001019,0,11,Tuesday,computer-Desktop,None,None,One (1)
WBS000249,4 Low,KM0001322,0,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000705,0,11,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001369,1,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000168,5 Very Low,KM0000994,1,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001447,0,11,Tuesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0002043,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000312,3 Medium,KM0001274,0,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000263,4 Low,KM0001106,0,11,Tuesday,application-Server Based Application,One,None,One (1)
WBS000311,3 Medium,KM0001274,1,12,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000720,0,12,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001729,0,12,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,12,Tuesday,application-Desktop Application,None,None,One (1)
WBS000223,5 Very Low,KM0000083,1,12,Tuesday,application-Server Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0001363,0,12,Tuesday,application-Server Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0000815,1,12,Tuesday,subapplication-Web Based Application,One,None,One (1)
WBS000096,3 Medium,KM0001026,0,12,Tuesday,application-Desktop Application,None,None,One (1)
WBS000096,3 Medium,KM0001026,0,12,Tuesday,application-Desktop Application,None,None,One (1)
WBS000030,5 Very Low,KM0000167,0,12,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001998,1,12,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,12,Tuesday,application-Desktop Application,None,None,One (1)
WBS000251,4 Low,KM0000655,0,13,Tuesday,application-Client Based Application,None,None,One (1)
WBS000172,5 Very Low,KM0001979,1,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,1,11,Tuesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0002019,1,11,Tuesday,application-Web Based Application,None,None,Few (2-5)
WBS000152,5 Very Low,KM0000075,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001179,0,11,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000271,4 Low,KM0001163,0,11,Tuesday,application-SAP,None,None,One (1)
WBS000199,3 Medium,KM0000940,0,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,12,Tuesday,application-Web Based Application,None,None,One (1)
WBS000048,3 Medium,KM0001583,1,12,Tuesday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0000315,0,12,Tuesday,computer-Laptop,None,None,One (1)
WBS000318,5 Very Low,KM0001290,0,12,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000815,1,12,Tuesday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000152,5 Very Low,KM0000075,0,12,Tuesday,application-Web Based Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,12,Tuesday,application-Desktop Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,12,Tuesday,application-Desktop Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,12,Tuesday,computer-Laptop,None,None,One (1)
WBS000091,5 Very Low,KM0001447,1,12,Tuesday,computer-Laptop,None,None,One (1)
WBS000091,5 Very Low,KM0000315,0,12,Tuesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0001355,0,13,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001991,1,13,Tuesday,subapplication-Web Based Application,None,None,One (1)
